#   gal ID      M*           (g-r)       SFR
  724175    9.0527e+08     0.3253    8.5522e-02
  724214    4.5369e+08     0.2120    8.5977e-02
  724315    4.6324e+08     0.2495    8.4714e-02
  724363    1.1493e+08     0.2869    8.4680e-03
  724365    3.8523e+07     0.1268    1.2692e-02
  724421    2.7420e+08     0.2358    2.6173e-02
  724472    6.4326e+08     0.2435    7.7241e-02
  724509    3.1683e+08     0.3339    2.2573e-02
  724585    1.7760e+08     0.3745    1.1751e-02
  724648    9.3956e+08     0.4808    5.7114e-02
  724690    7.3407e+08     0.2783    9.1236e-02
  724782    7.6015e+08     0.2627    1.3246e-01
  724832    7.1110e+08     0.2186    1.3284e-01
  724891    5.5684e+08     0.2743    1.3528e-01
  724892    3.0596e+08     0.4844    1.6410e-02
  724941    6.1216e+08     0.3235    4.5420e-02
  725002    3.5932e+08     0.4157    3.1565e-02
  725074    1.1566e+09     0.5910    2.6498e-02
  725075    4.4940e+07     0.6483    1.0000e-05
  725120    1.2089e+09     0.3810    8.9136e-02
  725150    1.0397e+09     0.4815    2.1682e-02
  725173    1.6850e+08     0.2065    1.3513e-02
  725175    7.3935e+07     0.1385    3.0755e-02
  725247    1.2428e+09     0.4005    8.5969e-02
  725309    1.2296e+09     0.3211    6.7888e-02
  725339    5.8123e+08     0.3120    7.4885e-02
  725450    3.0329e+08     0.3233    1.0732e-02
  725522    4.0697e+08     0.2970    5.2605e-02
  725523    2.5926e+07     0.3974    4.2676e-03
  725595    5.0259e+08     0.2782    5.6231e-02
  725686    4.5551e+08     0.2490    1.0836e-01
  725747    8.5350e+08     0.3842    1.3968e-01
  725793    6.5909e+08     0.2834    1.0436e-01
  725835    2.7184e+08     0.3996    2.7838e-02
  725890    4.0808e+08     0.2468    4.3355e-02
  725951    7.5265e+08     0.3898    6.3451e-02
  725996    2.1317e+08     0.1888    8.3299e-02
  726051    3.5570e+08     0.3709    3.5445e-02
  726052    6.5975e+07     0.2891    1.6183e-02
  726112    5.4211e+08     0.3032    8.7237e-02
  726198    1.0921e+09     0.3051    2.4885e-01
  726222    3.2717e+08     0.2879    3.3578e-02
  726293    3.5120e+08     0.3231    7.4387e-02
  726351    1.4143e+08     0.2858    1.6012e-02
  726352    5.3297e+07     0.3019    8.3555e-03
  726468    3.0312e+08     0.3333    4.0814e-02
  726469    4.5608e+07     0.4483    3.3780e-03
  726541    1.4096e+08     0.3427    2.0187e-02
  726609    3.9295e+08     0.2972    2.2699e-02
  726670    4.9561e+08     0.3141    9.4540e-02
  726751    9.4571e+08     0.3656    1.2434e-01
  726781    7.2618e+08     0.3242    7.9531e-02
  726832    8.4676e+08     0.2603    8.6847e-02
  726882    4.3591e+08     0.2695    7.9531e-02
  726884    2.8082e+07     0.2953    9.2396e-03
  726962    2.3038e+08     0.1973    7.2466e-02
  727010    2.6408e+08     0.2780    3.7754e-02
  727086    8.8024e+08     0.4112    7.8211e-02
  727120    9.6608e+08     0.3661    4.4481e-02
  727154    3.6478e+08     0.2674    8.6254e-02
  727159    2.5795e+07     0.0832    1.6893e-02
  727206    1.1368e+09     0.3747    1.0036e-01
  727242    1.0130e+09     0.4173    2.2453e-02
  727269    3.7211e+08     0.3634    1.5233e-02
  727270    2.8069e+07     0.2122    7.4852e-03
  727308    6.0131e+08     0.3093    7.8463e-02
  727353    3.5877e+08     0.4212    1.4804e-02
  727424    2.0164e+08     0.3286    2.6486e-02
  727425    4.4184e+07     0.4222    4.8153e-03
  727459    2.5867e+08     0.2048    8.9833e-02
  727539    7.0077e+08     0.4201    7.6093e-02
  727596    6.9181e+08     0.2901    8.0186e-02
  727650    8.1689e+08     0.3446    1.3947e-01
  727693    7.4134e+08     0.4038    6.0988e-02
  727694    6.5827e+07     0.3302    2.9772e-03
  727743    6.9053e+08     0.3015    1.1239e-01
  727788    6.9740e+08     0.2945    1.1607e-01
  727825    9.0758e+07     0.2583    1.1687e-02
  727826    3.5998e+08     0.2825    5.5770e-02
  727875    2.9246e+08     0.3492    2.0809e-02
  727922    7.7775e+08     0.3147    6.2054e-02
  727984    8.4059e+08     0.2581    2.2708e-01
  728040    4.4207e+08     0.3707    1.7532e-02
  728072    4.7705e+08     0.2927    7.8588e-02
  728107    2.7827e+08     0.3667    2.1618e-02
  728169    4.7573e+08     0.1735    1.7176e-01
  728221    6.4518e+08     0.3058    5.9317e-02
  728258    1.1585e+09     0.4669    9.7061e-02
  728287    6.3138e+08     0.3647    4.6072e-02
  728345    5.7278e+08     0.2526    5.9966e-02
  728385    1.3487e+08     0.2469    3.8455e-02
  728386    1.0081e+08     0.2812    1.0563e-02
  728466    9.7411e+08     0.3321    1.3574e-01
  728500    4.6970e+08     0.2646    8.4502e-02
  728565    3.8254e+08     0.1606    1.1340e-01
  728566    2.9820e+07     0.1423    1.0481e-02
  728609    8.1617e+08     0.3309    7.1853e-02
  728642    6.1277e+08     0.3278    2.3752e-02
  728682    4.6089e+08     0.3218    6.1076e-02
  728726    9.8425e+08     0.3717    1.9964e-01
  728769    6.3839e+08     0.2914    7.7896e-02
  728802    3.8174e+08     0.3159    1.8546e-02
  728859    3.2858e+08     0.3516    2.9927e-02
  728889    2.6815e+08     0.3270    2.0587e-02
  728942    1.2449e+09     0.4294    7.1851e-02
  728996    4.4508e+08     0.2549    6.1761e-02
  729074    4.0442e+08     0.3055    1.0026e-01
  729105    1.4149e+08     0.1346    5.7026e-02
  729106    1.2687e+08     0.3046    2.2783e-02
  729203    6.5882e+08     0.4901    2.7750e-02
  729253    3.7432e+08     0.2863    2.3739e-02
  729311    6.9690e+08     0.3828    1.4987e-01
  729360    3.6650e+08     0.3188    4.7706e-02
  729398    1.8818e+08     0.2319    1.9608e-02
  729473    4.0344e+08     0.4146    1.4454e-02
  729529    9.3502e+08     0.2568    3.0135e-01
  729549    6.7429e+08     0.3199    8.8112e-02
  729594    5.5425e+08     0.3553    6.5626e-02
  729595    3.4386e+07     0.2638    6.8920e-03
  729716    2.5619e+08     0.3700    2.0601e-02
  729717    6.3676e+07     0.2978    9.8287e-03
  729792    5.7515e+08     0.2884    8.4678e-02
  729853    2.7861e+08     0.2165    7.5523e-02
  729917    2.7426e+08     0.3469    3.6748e-02
  729962    1.5771e+08     0.3417    1.7299e-02
  729963    7.9826e+07     0.2744    1.1638e-02
  730014    6.0851e+08     0.3334    3.0015e-02
  730035    5.2756e+08     0.2503    8.2083e-02
  730080    1.9434e+08     0.3592    2.2217e-02
  730081    5.2169e+07     0.2803    8.2282e-03
  730128    2.3649e+08     0.3641    3.3025e-02
  730197    7.9088e+08     0.3692    8.3325e-02
  730232    4.3709e+08     0.2750    6.0442e-02
  730330    1.7412e+08     0.3244    2.0500e-02
  730410    6.7519e+08     0.3994    6.2832e-02
  730443    7.8645e+08     0.3730    4.3983e-02
  730494    1.1863e+09     0.3100    1.5285e-01
  730513    1.0925e+09     0.3121    1.1117e-01
  730543    9.6205e+07     0.2407    3.3306e-02
  730544    8.3330e+07     0.3014    1.8111e-02
  730600    3.4669e+08     0.2985    4.2702e-02
  730665    4.1181e+08     0.3055    5.4148e-02
  730715    6.3358e+08     0.3403    4.3667e-02
  730742    3.3119e+08     0.2980    3.2618e-02
  730773    3.5944e+08     0.3488    3.2976e-02
  730829    9.9420e+08     0.3785    4.3042e-02
  730855    2.0335e+08     0.3318    2.6095e-02
  730926    6.2331e+08     0.3647    3.9248e-02
  730951    7.1813e+08     0.4336    4.9990e-02
  731002    9.8891e+07     0.1875    2.6676e-02
  731003    6.9470e+07     0.1722    2.4217e-02
  731076    3.3707e+08     0.2940    4.1176e-02
  731137    2.8068e+08     0.2677    2.7419e-02
  731184    7.3006e+08     0.3817    5.6506e-02
  731244    1.3098e+08     0.2624    1.7221e-02
  731245    7.7270e+07     0.3197    2.1661e-02
  731246    6.9713e+07     0.2053    1.8797e-02
  731293    6.4518e+08     0.2330    8.3036e-02
  731330    7.1032e+08     0.3589    1.2104e-01
  731384    6.9311e+08     0.4435    6.1516e-02
  731449    1.1280e+09     0.3986    9.8037e-02
  731480    6.1861e+08     0.3451    4.9605e-02
  731535    3.4237e+08     0.3565    2.6886e-02
  731619    4.7631e+08     0.4293    3.2196e-02
  731673    3.4121e+08     0.3496    3.9360e-02
  731674    6.9073e+07     0.4031    3.5090e-03
  731747    2.0384e+08     0.2694    4.3696e-02
  731748    5.2469e+07     0.3857    5.1925e-03
  731789    4.5167e+08     0.2707    6.5674e-02
  731827    4.7055e+08     0.3416    5.4643e-02
  731874    7.2789e+07     0.2551    1.4339e-02
  731875    1.6798e+08     0.6247    1.0000e-05
  731922    5.5804e+07     0.3537    6.2580e-03
  731961    2.0633e+08     0.2620    2.7319e-02
  732010    5.5060e+08     0.2878    1.3743e-01
  732068    9.3713e+08     0.3321    1.0662e-01
  732130    7.0819e+08     0.3115    8.2556e-02
  732169    1.0523e+09     0.4527    6.7852e-02
  732170    1.6600e+08     0.3129    2.9496e-02
  732186    7.5429e+08     0.2839    8.6417e-02
  732221    7.6700e+08     0.4227    1.0747e-01
  732255    5.1734e+08     0.4497    3.1002e-02
  732321    4.5420e+08     0.1679    1.1828e-01
  732380    4.4387e+08     0.3446    5.3898e-02
  732452    3.4286e+08     0.2767    8.2421e-02
  732494    7.3100e+08     0.3402    3.7576e-02
  732523    3.9596e+08     0.2837    4.2046e-02
  732580    7.2841e+08     0.3148    1.1771e-01
  732644    3.4850e+08     0.3981    2.3783e-02
  732686    9.9984e+08     0.3150    1.0284e-01
  732721    6.7245e+08     0.4411    2.3561e-02
  732756    4.3401e+08     0.4430    1.4081e-02
  732800    1.1171e+09     0.2214    3.1788e-01
  732852    6.5629e+08     0.3127    8.1411e-02
  732881    4.6975e+08     0.5454    9.2400e-03
  732960    5.0544e+08     0.4091    4.9248e-02
  733015    8.3509e+08     0.4889    5.2470e-02
  733064    3.4603e+08     0.3900    4.0428e-02
  733120    5.1931e+08     0.3007    8.7461e-02
  733149    6.8570e+08     0.3524    8.9928e-02
  733191    2.2015e+08     0.3949    2.1131e-02
  733258    8.5944e+08     0.2984    2.2489e-01
  733281    7.3140e+08     0.4269    3.6217e-02
  733344    4.2242e+08     0.2178    8.8421e-02
  733383    8.0898e+08     0.3979    7.7041e-02
  733421    8.3016e+08     0.3902    7.3256e-02
  733422    2.1391e+08     0.5778    3.7959e-03
  733465    4.6541e+08     0.3262    5.8824e-02
  733518    5.2796e+08     0.3057    5.2018e-02
  733572    4.1560e+08     0.3889    2.7926e-02
  733632    5.6029e+08     0.4136    4.2699e-02
  733681    1.7787e+08     0.3088    1.2490e-02
  733724    2.0145e+08     0.3213    1.3620e-02
  733725    7.1900e+07     0.3768    5.6918e-03
  733770    8.8871e+08     0.2841    1.5626e-01
  733826    5.1806e+08     0.4023    3.3054e-02
  733868    1.9223e+08     0.1941    4.7965e-02
  733869    5.1084e+07     0.1690    1.4067e-02
  733910    6.9931e+08     0.4178    8.3355e-02
  733966    3.7210e+08     0.3751    2.6400e-02
  734041    8.6200e+08     0.2807    2.1048e-01
  734090    2.6175e+08     0.4514    1.5080e-02
  734091    2.5300e+08     0.2067    1.2284e-01
  734128    8.2547e+08     0.1801    2.5912e-01
  734154    7.8780e+08     0.3189    1.0677e-01
  734243    8.8222e+08     0.4936    5.2490e-02
  734293    1.0438e+09     0.3697    1.6265e-01
  734329    6.6479e+08     0.2860    1.4780e-01
  734365    2.7516e+08     0.6059    1.0000e-05
  734525    7.7728e+08     0.4503    6.6016e-02
  734581    3.1711e+08     0.2644    2.9862e-02
  734629    3.7569e+08     0.2929    4.8429e-02
  734666    7.5533e+08     0.3694    5.1373e-02
  734691    1.9982e+08     0.3666    1.8982e-02
  734692    6.4309e+07     0.2986    1.9183e-02
  734757    6.5031e+08     0.3762    4.7216e-02
  734798    9.5313e+08     0.4829    6.9859e-02
  734832    5.3072e+08     0.3667    2.2820e-02
  734874    2.5427e+08     0.2329    4.4503e-02
  734927    6.4193e+08     0.5012    3.1628e-02
  734957    3.8581e+08     0.2323    8.9618e-02
  735012    3.9901e+08     0.2226    7.6734e-02
  735051    6.6053e+08     0.2930    4.0126e-02
  735080    1.1973e+09     0.5316    6.4517e-02
  735106    4.4568e+08     0.3588    2.6812e-02
  735185    9.4405e+08     0.3232    6.4159e-02
  735212    1.4053e+08     0.3776    1.5377e-02
  735213    3.5560e+07     0.1285    1.4272e-02
  735291    5.5906e+08     0.2965    8.6407e-02
  735357    6.1614e+08     0.4301    3.6581e-02
  735392    1.2575e+09     0.3041    1.8040e-01
  735435    7.2268e+08     0.3259    1.4322e-01
  735540    7.9687e+08     0.3736    2.3494e-02
  735581    1.0611e+09     0.5101    2.7114e-02
  735608    1.2475e+09     0.3769    1.6952e-01
  735648    1.0265e+09     0.3715    9.5535e-02
  735664    7.0760e+08     0.3747    1.1100e-01
  735665    2.9771e+07     0.4084    2.4409e-03
  735686    4.3081e+08     0.3540    6.1363e-02
  735721    9.6893e+07     0.1774    4.0041e-02
  735786    1.2758e+08     0.2864    2.1945e-02
  735865    6.6668e+08     0.3807    4.8894e-02
  735896    5.8955e+08     0.2743    9.7431e-02
  735942    9.0855e+08     0.3700    6.5267e-02
  735943    4.3882e+07     0.2884    7.1112e-03
  735983    8.4696e+08     0.3468    1.0017e-01
  736011    3.5938e+08     0.2740    1.0440e-01
  736072    4.4871e+08     0.3250    8.7327e-02
  736116    5.7635e+08     0.4126    5.3113e-02
  736142    3.1751e+08     0.3630    9.2094e-03
  736231    2.2983e+08     0.2726    7.4729e-02
  736269    7.3850e+08     0.3925    1.0313e-01
  736296    1.0895e+09     0.4034    8.9220e-02
  736320    1.1031e+09     0.3568    1.3333e-01
  736370    4.8720e+08     0.2296    1.1372e-01
  736408    2.5852e+08     0.1789    4.9938e-02
  736409    2.9280e+07     0.1689    8.2499e-03
  736455    3.7084e+08     0.2670    7.5596e-02
  736499    6.9009e+08     0.4888    1.7605e-02
  736529    6.0282e+08     0.3755    1.7698e-02
  736569    7.7183e+08     0.3274    9.8038e-02
  736619    3.7985e+08     0.2160    7.0792e-02
  736670    2.0426e+08     0.3520    1.9446e-02
  736746    3.9430e+08     0.2975    5.8851e-02
  736805    3.2215e+08     0.3632    1.2082e-02
  736865    3.5641e+07     0.2669    7.1739e-03
  736891    3.8706e+08     0.2981    8.0207e-02
  736944    8.5641e+08     0.3871    9.1448e-02
  736983    4.5589e+08     0.3462    5.9439e-02
  737043    3.1895e+08     0.4089    9.5853e-03
  737131    7.2087e+08     0.4494    1.7171e-02
  737158    9.8646e+08     0.3430    8.6897e-02
  737184    3.9396e+08     0.2179    5.9692e-02
  737234    5.7794e+08     0.3011    7.8132e-02
  737277    3.3255e+08     0.4647    1.3704e-02
  737310    1.0140e+09     0.3440    1.2499e-01
  737365    7.1202e+08     0.2668    1.8108e-01
  737414    3.4883e+08     0.2654    4.8299e-02
  737463    6.3933e+07     0.1295    4.0535e-02
  737464    1.4769e+08     0.4180    1.5196e-02
  737520    1.5192e+08     0.3169    2.3561e-02
  737521    2.7512e+07     0.2284    9.4484e-03
  737604    5.3257e+08     0.2592    1.0322e-01
  737650    2.2078e+08     0.4382    1.4136e-02
  737700    8.3678e+08     0.3429    1.1265e-01
  737783    1.1536e+08     0.1884    1.5758e-02
  737784    2.5847e+07     0.3544    2.4403e-03
  737844    2.8885e+08     0.2245    3.9580e-02
  737846    5.1232e+07     0.1670    1.5871e-02
  737895    7.8074e+08     0.3493    1.1450e-01
  737912    4.7145e+08     0.3145    6.4446e-02
  737963    5.9890e+08     0.4393    4.1298e-02
  738022    1.1815e+09     0.6013    3.2082e-02
  738049    3.1860e+08     0.3938    3.9156e-02
  738083    1.1342e+09     0.4555    8.2792e-02
  738133    6.3747e+08     0.3254    9.1462e-02
  738167    6.3891e+08     0.4559    3.4405e-02
  738215    3.3371e+08     0.3870    2.7578e-02
  738261    5.2236e+08     0.4930    1.1964e-02
  738276    8.5935e+08     0.3166    2.1094e-01
  738308    8.3987e+08     0.3239    9.8698e-02
  738336    9.9053e+08     0.2782    2.5042e-01
  738377    4.5054e+08     0.3253    9.0191e-02
  738378    5.5783e+07     0.3636    1.0140e-02
  738426    4.6490e+08     0.2384    1.1403e-01
  738461    9.5636e+08     0.3553    7.3450e-02
  738560    1.2496e+09     0.3610    1.3287e-01
  738604    1.9914e+08     0.1754    7.9908e-02
  738605    3.8740e+08     0.3018    4.0602e-02
  738625    2.2977e+08     0.4131    1.6442e-02
  738671    8.0126e+07     0.3095    1.2186e-02
  738739    3.2803e+08     0.3791    3.2683e-02
  738793    8.2397e+08     0.3318    8.2119e-02
  738835    1.0686e+09     0.4549    1.0239e-01
  738864    3.3641e+08     0.3075    2.9214e-02
  738903    3.5229e+08     0.3645    4.7101e-02
  738943    3.1415e+08     0.2632    5.2749e-02
  739021    5.6679e+08     0.2644    1.0424e-01
  739055    3.1936e+08     0.1856    8.4221e-02
  739118    1.7066e+08     0.3107    1.6427e-02
  739159    1.2038e+09     0.3186    1.4261e-01
  739249    2.0743e+08     0.2676    4.1806e-02
  739323    5.6450e+08     0.3545    6.8284e-02
  739355    7.0110e+08     0.2766    8.5839e-02
  739383    8.0218e+08     0.4229    5.5456e-02
  739432    1.0653e+09     0.3394    1.1516e-01
  739454    6.2298e+08     0.3316    7.8036e-02
  739496    6.4618e+08     0.3634    6.9207e-02
  739530    5.9905e+08     0.3243    7.8910e-02
  739551    9.9552e+08     0.3854    1.2459e-01
  739578    2.8261e+08     0.3165    5.2678e-02
  739619    2.5286e+08     0.3672    1.0506e-02
  739677    1.1949e+09     0.4123    1.4951e-01
  739703    3.5207e+08     0.3233    5.6137e-02
  739754    3.6814e+08     0.4078    3.2309e-02
  739797    5.3430e+08     0.3625    2.4655e-02
  739819    5.1773e+08     0.3102    5.5192e-02
  739868    2.9821e+08     0.2798    5.9407e-02
  739918    7.0390e+08     0.4742    2.5578e-02
  739984    6.8916e+08     0.3122    1.7104e-01
  740011    4.4246e+08     0.2472    1.2727e-01
  740058    7.6634e+08     0.2874    1.2801e-01
  740099    7.7865e+08     0.3263    8.8998e-02
  740163    8.8525e+08     0.5139    3.6907e-02
  740192    8.3308e+08     0.3943    5.1454e-02
  740223    3.4421e+08     0.2508    8.2635e-02
  740272    2.0687e+08     0.2997    3.6058e-02
  740333    3.8558e+07     0.1793    1.0705e-02
  740413    2.3076e+08     0.1921    6.6158e-02
  740460    8.0527e+08     0.3365    5.0973e-02
  740472    4.0638e+08     0.3568    2.3900e-02
  740473    1.3903e+08     0.4174    5.1826e-03
  740523    4.4548e+08     0.2081    1.3423e-01
  740568    8.7335e+08     0.3501    9.2031e-02
  740607    1.1504e+09     0.3931    9.4573e-02
  740629    9.8473e+08     0.2808    2.3612e-01
  740658    6.6829e+08     0.1956    2.4147e-01
  740702    2.4322e+08     0.4171    1.1228e-02
  740778    3.9739e+08     0.2875    3.3921e-02
